user,created_at,location,coordinates,tweet_text
Casillic,2016-06-02 0:30,"Gainesville, Fl",,RT @EpiRen: The latest The Daily Ren! https://t.co/7l1twnyAog Thanks to @pptsapper @Casillic @InfectiousDz #zika #imwithher
,,,,
AztecaPuebla,2016-06-02 0:30,Puebla,,La Secretar\xc3\xada de Salud inform\xc3\xb3 que aumentaron los casos de Zika en M\xc3\xa9xico. Los detalles. &gt;&gt; https://t.co/qTf3SYs586 https://t.co/NfYraLMip5
,,,,
Delfy,2016-06-02 0:30,M\xc3\xa9xico,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
bcn_exp,2016-06-02 0:30,"Barcelona, Spain",,RT @travelblogandne: Via @NBCNewsTravel Doctors Chose C-Section for N.J. Baby With Zika Defects https://t.co/4wz4iknBdL #travel
,,,,
JornadaFC,2016-06-02 0:30,"Las Cruces, New Mexico",,RT @CrucesSunNews: State: Zika virus confirmed in Bernalillo County woman https://t.co/SLsDdnDevC
,,,,
ndn,2016-06-02 0:30,"Naples, Florida",,.@FLGovScott urges Obama administration to provide immediate help to fight #Zika in Florida. https://t.co/ktEcoT1K3W
,,,,
HPLifestyle,2016-06-02 0:30,,,Going to the Olympics this summer? Here's a complete guide on how to stay healthy https://t.co/wj5thvecxl https://t.co/34aCgTKeGg
,,,,
lilaO2,2016-06-02 0:30,Barbados | USofA,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
Pete_215,2016-06-02 0:30,Kensington ave,,got this nut ass mosquito bite prolly got that zika shit lol
,,,,
CJMENews,2016-06-02 0:30,"Regina, Canada",,Baby born in US to Honduran mom with Zika has birth defect https://t.co/mgac7LZ6h9
,,,,
WatsupAmericas,2016-06-02 0:30,The America's.,,Latest: First Zika-linked birth in New Jersey https://t.co/XntaCE6DWM
,,,,
RIForward,2016-06-02 0:30,"Providence, RI",,Zika caused birth defects in N.J. newborn https://t.co/IZzglOth0V
,,,,
dietaenteral,2016-06-02 0:30,,,@dietaenteral: Ag\xc3\xaancia Sa\xc3\xbadeGoverno Federal divulga edital de R$ 65 milh\xc3\xb5es para pesquisas de Zika https://t.co/hK5JtDjsPl
,,,,
caraballomariss,2016-06-02 0:30,,,RT @GMA: Detroit Tigers pitcher Francisco Rodriguez says Zika left him sick for weeks: https://t.co/Uvw2IK8uHE https://t.co/A1SfPNXVBk
,,,,
SheeseAnn,2016-06-02 0:30,Heaven and Earth,,"@nytimes why report why there's no vaccine for Zika,but EBOLA there was one for that. Do real journalisum"
,,,,
amphiphile,2016-06-02 0:30,United Kingdom,,The Guardian view on Zika and the Olympics: keep it in proportion | Editorial https://t.co/bjJr8lzMmU
,,,,
usanglr,2016-06-02 0:30,,,Baby born in U.S. to mother #infected with #Zika has birth #defects https://t.co/n7jujZzptd https://t.co/KhgX303qcj
,,,,
yocancun,2016-06-02 0:30,Cancun,,#Salud \nConoce y #comparte esta informaci\xc3\xb3n sobre la #enfermedad por virus #Zika https://t.co/rWH5IT7nY8
,,,,
ICEMAN187,2016-06-02 0:30,"Guanica,PR",,RT @fox5ny: Zika virus could threaten New York: The CDC says there have been about 600 cases of Zika virus in the United ... https://t.co/B\xe2\x80\xa6
,,,,
alanelpana,2016-06-02 0:29,,,"@ogg9741 la amenaza m\xc3\xa1s grande es de salud, por el virus del zika"
,,,,
PaulMick,2016-06-02 0:29,"Jamison, PA",,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
Gabriel_ffc,2016-06-02 0:29,Rj,,"Escalei Victor Rangel ele sentiu, escalei Fabinho o cara saiu de campo com duas tor\xc3\xa7\xc3\xb5es, que zika \xc3\xa9 essa"
,,,,
mickeminch,2016-06-02 0:29,,,"Juro que nunca mais escalo esse andrigo do inter, fdp s\xc3\xb3 zika"
,,,,
gilopesl,2016-06-02 0:29,"S\xc3\xa3o Paulo, Brasil",,QUE ZIKA
,,,,
CarlosAMoreno,2016-06-02 0:29,"Tijuana, Mx / San Diego, CA ",,RT @GettyImagesNews: Brazil continues battle against Zika Virus ahead of the Olympic Games @mario_tama https://t.co/plTtbbrsm0 https://t.co\xe2\x80\xa6
,,,,
VeigaGraca,2016-06-02 0:29,,,RT @Estadao: Nasce nos EUA 1\xc2\xba beb\xc3\xaa com microcefalia associada ao zika https://t.co/KuL5oJ6czb
,,,,
jerseybangerz,2016-06-02 0:29,"New Jersey, USA",,"RT @NorthJerseybrk: After baby born with birth defect, Hackensack University Medical Center physicians say no risk of #Zika spreading https\xe2\x80\xa6"
,,,,
CruzieFer,2016-06-02 0:29,Lost into the sea,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
ISUM_SC,2016-06-02 0:29,"Guadalajara, Jalisco",,RT @tweetreinoud: RT @briito_diego:\nIBM uses supercomputing power for #Zika research #IBMWatson #research https://t.co/xRQwfBg3vt https://t\xe2\x80\xa6
,,,,
JohnnyV15369618,2016-06-02 0:29,"California, USA",,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
tissome,2016-06-02 0:29,,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
GiordanoFidelis,2016-06-02 0:29,,,"Preciso de uma legenda que fique zika sem parecer q eu sou drogado, a linha t\xc3\xaanue \xc3\xa9 muito curta"
,,,,
migueltovar,2016-06-02 0:29,"Villahermosa, Tabasco",,"Qu\xc3\xa9 casualidad, el Zika tampoco https://t.co/RX46ethDsq"
,,,,
recyclethis2,2016-06-02 0:29,"RVA, USA",,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
DelgCostaNte800,2016-06-02 0:29,,,"RT @SecEducacionJal: Para evitar el Zika, Dengue y Chikungunya limpia tu patio y no dejes que se estanque el agua #TodosSomosBrigadistas ht\xe2\x80\xa6"
,,,,
dspalten,2016-06-02 0:29,USA,,RT @hniman: Ontario #Zika Tally Page May 31 update to 65 #microcephaly  https://t.co/fTsdgwR0xi
,,,,
briannachua_,2016-06-02 0:29,,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
theuss_sccp,2016-06-02 0:29,oz,,alguem tira a zika do luciano
,,,,
joshsmith2307,2016-06-02 0:29,,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
thell0ve,2016-06-02 0:29,South Carolina,,Doctors In Brazil Admit Doubt In Number Of Zika-Linked... https://t.co/VO9lKYqtcY #microcephaly
,,,,
RIGGYQUEEN,2016-06-02 0:29,"Santa Ana, CA",,Retweeted House Republicans (@HouseGOP):\n\nHouse Republicans are committed to fighting the #ZikaVirus... https://t.co/TGn5k8OxjZ
,,,,
RIGGYQUEEN,2016-06-02 0:29,"Santa Ana, CA",,RT @HouseGOP: House Republicans are committed to fighting the #ZikaVirus https://t.co/n4Q8Rz3zsB
,,,,
NitroNewsBrasil,2016-06-02 0:29,s\xc3\xa3o paulo,,Segundo caso de microcefalia associada ao Zika \xc3\xa9 registrado nos Estados Unidos https://t.co/8xQ5iEBqmM #mundo
,,,,
puerto100x35,2016-06-02 0:29,,,RT @TODAYshow: Baby with #Zika virus born in U.S. https://t.co/mvxNgH9LRO https://t.co/R1AMYPBmUj
,,,,
CoolLukeHH,2016-06-02 0:29,"Montgomery Co, PA -Philly area",,"RT @KatieMcGintyPA: .@PatToomey, public health officials have made it crystal clear the urgency &amp; the amount of funding needed to effective\xe2\x80\xa6"
,,,,
TlalpanVecinos,2016-06-02 0:29,,,"RT @garackasecas: @DTlalpan cami\xc3\xb3n abandonado, 4 semanas en parque toriello entre luis Inclan y ajusco. Basura en techo, riesgo p/zika http\xe2\x80\xa6"
,,,,
instapundit,2016-06-02 0:29,The Blogosphere,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
CoolLukeHH,2016-06-02 0:29,"Montgomery Co, PA -Philly area",,"RT @KatieMcGintyPA: Thankful PA has 1 Senator fighting for essential Zika funding, while @PatToomey votes against bipartisan proposals.\n ht\xe2\x80\xa6"
,,,,
_DrMoran,2016-06-02 0:28,Torreon Coahuila.Mexico,,RT @sanidad_torreon: Una recomendaci\xc3\xb3n para prevenir ser picado por el mosquito transmisor del Virus del #Zika https://t.co/LhuSY5K3Iv
,,,,
meta_guide_sv,2016-06-02 0:28,El Salvador,,Health Dept.: Zika case confirmed in Bernalillo County woman - KFDA https://t.co/q8x2kF1JyI
,,,,
haller,2016-06-02 0:28,"Puerto Viejo, Costa Rica",,Girl With Zika Virus Is Born at a New Jersey Hospital https://t.co/C0CUJuhfXA
,,,,
apeppecali,2016-06-02 0:28,,,A #girl with the #ZikaVirus was born in the #NewJersey #hospital #zika #outbreak #Rio2016 #pregnant #risk https://t.co/LVuX8LtywG
,,,,
CoolLukeHH,2016-06-02 0:28,"Montgomery Co, PA -Philly area",,RT @KatieMcGintyPA: Partisan political games should never take precedence over protecting public health and safety. @PatToomey https://t.co\xe2\x80\xa6
,,,,
LilyLivingstone,2016-06-02 0:28,"Hawkes Bay, New Zealand",,RT @latimesworld: Doctor cries as he delivers 2nd baby born in U.S. with #ZikaVirus-related defects: https://t.co/A7F5gDxv9n @AMSimmons1
,,,,
OttawaStare,2016-06-02 0:28,Ottawa ~ Our Nation's Business,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
JaletEssentials,2016-06-02 0:28,,,"'Natural' Mosquito Repellents Don't Last, Group Finds #holistichealth https://t.co/efGmxJDDVs https://t.co/pIkgE7eCTR"
,,,,
puerto100x35,2016-06-02 0:28,,,@TODAYshow if you need more Information about the Zika virus I will publish capsules about it that my office is dealing preparing for PR
,,,,
TravelTerrain,2016-06-02 0:28,Global,,RT @travelblogandne: Via @NBCNewsTravel Doctors Chose C-Section for N.J. Baby With Zika Defects https://t.co/4wz4iknBdL #travel
,,,,
HJMP_MX,2016-06-02 0:28,,,"RT nytimes ""A girl with the Zika virus was born at a New Jersey hospital https://t.co/ADcDZMmkBY"""
,,,,
populairr_,2016-06-02 0:28,"Connecticut, USA",,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
migueladolfo18,2016-06-02 0:28,Puerto Ayacucho,,"RT @webnotitarde: ""Kid"" Rodr\xc3\xadguez: ""Me contagi\xc3\xa9 de Zika en Venezuela"" https://t.co/dL93pXAfA6"
,,,,
donnaburnett11,2016-06-02 0:28,,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
puerto100x35,2016-06-02 0:28,,,RT @TODAYshow: New #Zika guidelines from WHO for those who recently visited Zika-infected countries: https://t.co/h8fibq7AOZ
,,,,
AMKarole,2016-06-02 0:28,"Manhattan, New York",,"RT @galeabrewer: Date Correction: Community Forum on #Zika this Thursday, June 2. 6:30-8:30pm at 1150 St. Nicholas Ave, Conf. Rm 2. https:/\xe2\x80\xa6"
,,,,
VictorWhp,2016-06-02 0:28,"Rio de Janeiro, Brasil",,"@Livia_amorim21 calada zika, calada"
,,,,
spfclukaao,2016-06-02 0:28,"S\xc3\xa3o Paulo, Brasil",,Vou escalar os jogadores do time rival do Sampa pq sempre da zika
,,,,
crffeelings,2016-06-02 0:28,CRF - RMCF,,FORA ZIKA
,,,,
GodIgetitnow,2016-06-02 0:28,NEW~JERZEE & Whereeva I WannaB,,RT @ABC: Baby born at NJ hospital is the first born with microcephaly from Zika in the continental US https://t.co/B4Z7VrEgPL https://t.co/\xe2\x80\xa6
,,,,
MrHooyah,2016-06-02 0:28,"Coronado, CA",,"RT @_pswizzy: West Nile Virus, Swine Flu H2N1, Ebola, and now Zika Virus.. These bugs and animals don't want us on their planet"
,,,,
tataaaaaaaaaa_a,2016-06-02 0:27,Sou MAJUZEIRA \xe2\x9d\xa4 recife/pe,,RT @majutrindade: @ifxxwh zikA
,,,,
ncpoohbear86,2016-06-02 0:27,,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
ajwink,2016-06-02 0:27,,,"RT @RennaW: The thing to remember during Brazil\'s Olympics amid Zika, a coup, &amp; a huge recession is the IOC still thinks, ""Yeah, better tha\xe2\x80\xa6"
,,,,
StevenGuevara,2016-06-02 0:27,"Alexandria, VA",,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
Guira24,2016-06-02 0:27,Bradenton,,Hondure\xc3\xb1a da a luz beb\xc3\xa9 con Zika en EE.UU. https://t.co/F0oToJ8HGf via @VOANoticias
,,,,
FlorTheWin,2016-06-02 0:27,Santa Ana,,RT @latimesworld: Doctor cries as he delivers 2nd baby born in U.S. with #ZikaVirus-related defects: https://t.co/A7F5gDxv9n @AMSimmons1
,,,,
magistrabriscoe,2016-06-02 0:27,"Atlanta, GA",,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
London_Cable,2016-06-02 0:27,,,"Pele says Zika, politics making Brazilians \xe2\x80\x98sad\xe2\x80\x99 https://t.co/tsffqQJ8lX"
,,,,
lestrella3,2016-06-02 0:27,NYC,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
DiiiH_ZikA,2016-06-02 0:27,Vila isabel - Osasco ,,"Deixa eu te fala uma coisa, suas 300 Curtidas na foto n\xc3\xa3o significa nada..voc\xc3\xaa  ainda continua Feia e Metida !  \xf3\xbe\xae\x9f\xf3\xbe\x8c\xb4\xf3\xbe\x8c\xb4\xf3\xbe\x8c\xb4\xf3\xbe\xb0\x91\xf3\xbe\x8d\x87"
,,,,
PoxaLidiane,2016-06-02 0:27,,,Eu sou zika do baile
,,,,
zikavirusmap,2016-06-02 0:27,Worldwide,,@SanyaRichiRoss ZIKA VIRUS MAP https://t.co/b0hUx72s6r GET YOUR ZIKA VIRUS MAP SHIRT HELP TRACK #ZikaVirus https://t.co/PnplXNXmXs
,,,,
EusebiaAq,2016-06-02 0:27,America,,RT @latimesworld: Doctor cries as he delivers 2nd baby born in U.S. with #ZikaVirus-related defects: https://t.co/A7F5gDxv9n @AMSimmons1
,,,,
BettyJunod,2016-06-02 0:27,San Francisco ,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
vogels4,2016-06-02 0:27,Sydney via LA,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
morshed8221,2016-06-02 0:27,Bangladesh,,nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/yJsfgdKRsC
,,,,
CorrientesHoy,2016-06-02 0:27,Corrientes Argentina,,Aumentaron los casos de zika en Argentina https://t.co/glgii9QBad https://t.co/4zPB7teW0v
,,,,
Elisadavilaa,2016-06-02 0:27,M\xc3\xa9xico,,RT @doctormacias: Las infecciones m\xc3\xa1s temibles hoy:\nInfluenza\nS\xc3\xbaper bacterias resistentes\nVirus MERS y \xc3\x89bola\nZika
,,,,
Zika_Virus12,2016-06-02 0:27,Gotham City,,Esse time do inter \xc3\xa9 muito ruim pqp vei como os cara ganha
,,,,
jfcave94,2016-06-02 0:27,,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
healthtwit,2016-06-02 0:27,USA,,WHO warned there will be more Zika cases if Olympics go ahead: Nearly 200 bioethicists have cal... https://t.co/jSb1axKQHa #science_news
,,,,
hunkara,2016-06-02 0:27,"Moncton, New Brunswick, Canada",,WHO warned there will be more Zika cases if Olympics go ahead: Nearly 200 bioethicists have called for this y... https://t.co/L70JZsOcXL
,,,,
FORDHealthWonk,2016-06-02 0:27,NYC #EastVillage #UnionSq #LES,,Zika Infections Through Sex More Common Than Thought: WHO\nhttps://t.co/YHXonJOFSS
,,,,
abner_marins,2016-06-02 0:26,"Americana, S\xc3\xa3o Paulo",,"Irene \xc3\xa9 zika,no recreio toca v\xc3\xa1rios funks"
,,,,
Juliaazmi45,2016-06-02 0:26,Rio de Janeiro,,RT @Estadao: Nasce nos EUA 1\xc2\xba beb\xc3\xaa com microcefalia associada ao zika https://t.co/KuL5oJ6czb
,,,,
Amyloukingery,2016-06-02 0:26,Virginia,,"RT @RennaW: The thing to remember during Brazil\'s Olympics amid Zika, a coup, &amp; a huge recession is the IOC still thinks, ""Yeah, better tha\xe2\x80\xa6"
,,,,
RichNj5,2016-06-02 0:26,Garden State of Mind,,"RT @NorthJerseybrk: After baby born with birth defect, Hackensack University Medical Center physicians say no risk of #Zika spreading https\xe2\x80\xa6"
,,,,
aheram,2016-06-02 0:26,"Los Angeles, CA",,RT @latimesworld: Doctor cries as he delivers 2nd baby born in U.S. with #ZikaVirus-related defects: https://t.co/A7F5gDxv9n @AMSimmons1
,,,,
jazzyatheart,2016-06-02 0:26,,,RT @LizSzabo: Feds say Medicaid can pay for mosquito repellent to prevent Zika https://t.co/vS6P54KBn6 via @usatoday https://t.co/S7MKLaxkAT
,,,,
anaparroio,2016-06-02 0:26,,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
latimesworld,2016-06-02 0:26,The World,,Doctor cries as he delivers 2nd baby born in U.S. with #ZikaVirus-related defects: https://t.co/A7F5gDxv9n @AMSimmons1
,,,,
mariakrause356,2016-06-02 0:26,"Innenstadt-Nord, Dortmund",,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
aheram,2016-06-02 0:26,"Los Angeles, CA",,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
BasuraHatillo,2016-06-02 0:26,,,@eshukaile: El virus del zika en varios sectores de la parte baja del pueblo El Hatillo se solicita (cont) https://t.co/edKq2EfwfO
,,,,
VecinosNaranjos,2016-06-02 0:26,"Urb, Los Naranjos El Hatillo",,@eshukaile: El virus del zika en varios sectores de la parte baja del pueblo El Hatillo se solicita (cont) https://t.co/WzXzxUvLn3
,,,,
NOTDIG,2016-06-02 0:26,Venezuela,,@eshukaile: El virus del zika en varios sectores de la parte baja del pueblo El Hatillo se solicita (cont) https://t.co/mbmzzo0PFM
,,,,
HuecoHatillo,2016-06-02 0:26,El Hatillo,,@eshukaile: El virus del zika en varios sectores de la parte baja del pueblo El Hatillo se solicita (cont) https://t.co/PS63xBYPcd
,,,,
iOAlex14,2016-06-02 0:26,SnapChat - IzzieAlexander,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
Morales1555,2016-06-02 0:26,Londres,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
Mosharraf0129,2016-06-02 0:26,"Dhaka, Bangladesh",,nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/3S2TA5dyQw #News #Thenewyorktimes
,,,,
HuecoHatillano,2016-06-02 0:26,,,@eshukaile: El virus del zika en varios sectores de la parte baja del pueblo El Hatillo se solicita (cont) https://t.co/0ukYzDpm2c
,,,,
Dakota_Auto,2016-06-02 0:26,North Dakota,,Doctors Chose C-Section for N.J. Baby With Zika Defects: A baby born in New Jersey with birth defects caused ... https://t.co/6wo4wCJSD4
,,,,
tamjjon,2016-06-02 0:26,  Wyoming,,Zika virus declared a global emergency ##microcephaly https://t.co/8twPGLrsUU
,,,,
RADARHATILLO,2016-06-02 0:26,Casco del Hatillo,,@eshukaile: El virus del zika en varios sectores de la parte baja del pueblo El Hatillo se solicita (cont) https://t.co/7RGl1uKs43
,,,,
travelblogandne,2016-06-02 0:26,Everywhere,,Via @NBCNewsTravel Doctors Chose C-Section for N.J. Baby With Zika Defects https://t.co/4wz4iknBdL #travel
,,,,
TSIUSA,2016-06-02 0:26,"Dallas, TX",,Doctors Chose C-Section for N.J. Baby With Zika Defects: A baby born in New Jersey with birth defects... https://t.co/PomBOVC1jP #TSIUSA
,,,,
EHQEL,2016-06-02 0:26,Venezuela,,@eshukaile: El virus del zika en varios sectores de la parte baja del pueblo El Hatillo se solicita (cont) https://t.co/Klu2rkL6uV
,,,,
ElHatillano,2016-06-02 0:26,"El Hatillo, Caracas Venezuela ",,@eshukaile: El virus del zika en varios sectores de la parte baja del pueblo El Hatillo se solicita (cont) https://t.co/WRS8vBBmmS
,,,,
GazetaHatillana,2016-06-02 0:26,El Hatillo Caracas Venezuela ,,@eshukaile: El virus del zika en varios sectores de la parte baja del pueblo El Hatillo se solicita (cont) https://t.co/QpoJmoUmv9
,,,,
NotiHatillo,2016-06-02 0:26,"El Hatillo, Caracas Venezuela",,@eshukaile: El virus del zika en varios sectores de la parte baja del pueblo El Hatillo se solicita (cont) https://t.co/ecHPEcgF4o
,,,,
ByNateDavis,2016-06-02 0:26,Nation's capital,,Want the truth about #RioOlympics #Rio2016? Christine @cbrennansports serves it up: https://t.co/I1iyLmC5jM
,,,,
Larita_styles1D,2016-06-02 0:26,brazil,,https://t.co/37wvlPXjst
,,,,
CancerRX,2016-06-02 0:26,,,MIT just developed a super-cheap paper Zika test: https://t.co/H3sn1MLqXw by @chrissyfarr via @FastCompany / #mhealth #zika #mit
,,,,
USA_TopNews,2016-06-02 0:26,United States,,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
gloann23,2016-06-02 0:26,"Houston, TX",,RT @nytimes: A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
fakehistorybot,2016-06-02 0:26,,,Mike Trout the Weird died from Zika Virus in 1 BC.
,,,,
eai_car,2016-06-02 0:26,oz ,,"tem uma veia que eh zika,ela cola em todos os jogos do tim\xc3\xa3oooo slc eu no futuro"
,,,,
nytimes,2016-06-02 0:26,New York City,,A girl with the Zika virus was born at a New Jersey hospital https://t.co/oaPS6MKajP
,,,,
cdpayne79,2016-06-02 0:26,The River Valley,,"RT @RennaW: The thing to remember during Brazil\'s Olympics amid Zika, a coup, &amp; a huge recession is the IOC still thinks, ""Yeah, better tha\xe2\x80\xa6"
,,,,
isadmor,2016-06-02 0:26,Argentina,,RT @AgenciaTelam: Omar Sued: \xe2\x80\x9cAumentaron los casos de zika en Argentina\xe2\x80\x9d https://t.co/dbgJFWNKlD https://t.co/MT6rAsR54K
,,,,
JanTann_RatesIt,2016-06-02 0:25,,,The 2016 Olympics will be in Rio. As scheduled. Now just hope for the best. https://t.co/rTVlRvMp6n via @USATODAY
,,,,
SportWorldWide,2016-06-02 0:25,Blue Marbel,,The 2016 &lt;b&gt;Olympics&lt;/b&gt; will be in Rio. As scheduled. Now just hope for the best. https://t.co/oxVB6Q3TyD
,,,,
TWU250A,2016-06-02 0:25,San Francisco ,,RT @FORDHealthWonk: Interim Guidance for Interpretation of Zika Virus Antibody Test Results | MMWR https://t.co/A8hvF4fcLZ via @CDCgov
,,,,
apuntedeportes,2016-06-02 0:25,,,"El zika surgi\xc3\xb3 en Africa; situaci\xc3\xb3n en Latinoam\xc3\xa9rica, pa\xc3\xads por pa\xc3\xads https://t.co/SMLqxLnuY4"
,,,,
BiiMoo_Cx,2016-06-02 0:25,Fontibon,,"RT @ElMakiaDice: PRIMER PERIODO:\n\xe2\x80\x94Resu\xc3\xa9lvanme esta sopita de letras.\n\xe2\x80\x94Bueno profe.\n\nRESTO DEL A\xc3\x91O:\n\xe2\x80\x94Me encuentran la cura del Zika, y busqu\xe2\x80\xa6"
,,,,
TheFlaviviruses,2016-06-02 0:25,,,Flavivirus news: Baby Born In New Jersey With Zika-Linked Defects Was Delivered Early - NBCNew... https://t.co/v3BG0v9NZE #pathogenposse
,,,,
raiturbodude91,2016-06-02 0:25,,,Last thing we need is Zika and Ebola to spike along side some other BS
,,,,
cbinflux,2016-06-02 0:25,Mid-South,,RT @businessinsider: I got Zika while traveling \xe2\x80\x94 here's what no one told me https://t.co/2Ms9JZtjqI https://t.co/r7TJTiFmcT
,,,,
taymasweon,2016-06-02 0:25,Chile,,El zika lleg\xc3\xb3 a EEUU: naci\xc3\xb3 un beb\xc3\xa9 con microcefalia https://t.co/Ih0mpGTJCJ https://t.co/hojRkDWf95
,,,,
NorthJerseybrk,2016-06-02 0:25,New Jersey,,"After baby born with birth defect, Hackensack University Medical Center physicians say no risk of #Zika spreading https://t.co/pG9CtXQdCF"
,,,,
_daiane_zika,2016-06-02 0:25,,,https://t.co/4hF6JWEL1H
,,,,
zaswadosaze,2016-06-02 0:25,los angeles,,New Jersey Hospital Delivers the State's First Baby With a Zika Birth Defect - \xe2\x80\x8bThe newborn was https://t.co/Vj4igKUKV9 via @Cosmopolitan
,,,,
NoMoreGuff,2016-06-02 0:25,"Charleston, SC",,CMS says states can fight Zika with Medicaid funds: States will be allowed to use Medicaid fundin... https://t.co/crbII5NmOX #healthcare
,,,,
allisonpest,2016-06-02 0:25,"Farmingdale, New Jersey",,"Our News: NJ and the Zika Virus \xe2\x80\x93 What You Need to Know - Mosquitoes can Carry Diseases, Including\xc2\xa0the Zika Vir... https://t.co/kgitJt2AuW"
,,,,
mackencw,2016-06-02 0:25,,,RT @Denis44: From POTUS\xe2\x80\x99s speech in Elkhart today. He\xe2\x80\x99s 100% right: we need Congress\xe2\x80\x99s help to fight Zika &amp; opioid epidemic: https://t.co/s\xe2\x80\xa6
,,,,
annaalmendrala,2016-06-02 0:25,"Los Angeles, CA",,Your complete guide to staying healthy during the Summer Olympics https://t.co/y8uNWTdGsC
,,,,
MadreSOS,2016-06-02 0:25,Rep. dominicana,,Regalos para las profes!!! \xf0\x9f\x91\x88\xf0\x9f\x91\x88\xf0\x9f\x91\x88 yo con  zika ni tiempo he tenido....pero ya no me preocupo m\xc3\xa1s!!\xe2\x80\xa6 https://t.co/U3KcoQt7lf
,,,,
RitmoDeportivoV,2016-06-02 0:25,"Vargas, Venezuela",,#VenezolanosMLB | Francisco Rodr\xc3\xadguez dice que tuvo zika en Venezuela |\nhttps://t.co/vFicop9Mil https://t.co/TqpHg20hSW
,,,,
ralfkagonzalez,2016-06-02 0:24,"san frasnscio,calf",,@POLITICAL_Jeff @usplaymoney @moekamerow @oreillyfactor \nfix it zika GOP style then https://t.co/2cANIIvvqj
,,,,
ysRichardKnight,2016-06-02 0:24,Yuma,,RT @thinkprogress: 2 million U.S. pregnant women could be at risk of Zika. Congress is twiddling its thumbs. https://t.co/iZH3n1egc5 https:\xe2\x80\xa6
,,,,
MDijun,2016-06-02 0:24,Jakarta Capital Region,,"Awas, DBD dan Zika Kembali Merebak di Indonesia https://t.co/zFDux3weCQ"
,,,,
Cardel444,2016-06-02 0:24,"Montreal, Canada",,RT @YahooNews: A girl born in N.J. is the first baby born in the continental U.S. with Zika-related birth defects\nhttps://t.co/xTMw7ksmeR
,,,,
lheal,2016-06-02 0:24,"Neoga, IL, USA",,"RT @RennaW: The thing to remember during Brazil\'s Olympics amid Zika, a coup, &amp; a huge recession is the IOC still thinks, ""Yeah, better tha\xe2\x80\xa6"
,,,,
MackMac34900822,2016-06-02 0:24,next door ,,@CNNPolitics Zika
,,,,
bbyo1,2016-06-02 0:24,COAHUILA,,No todos los beb\xc3\xa9s de madres infectadas con Zika nacen con microcefalia https://t.co/0oT1zLhnsc
,,,,
myacademicessay,2016-06-02 0:24,,,Zika virus Academic\xc2\xa0Essay https://t.co/3KFWnGfuNq https://t.co/hLDB5ocY2z
,,,,
_LessonsOfLife,2016-06-02 0:24,,,There may be a connection between climate change and viruses like Zika. Mosquitoes may be affected by climate change and they may mutate.
,,,,
